geneID,AO,BG,BD,AS,AM,AV,D2,H,AQ,W,BN,AY,BI,AK
ENSG00000000003,26.03893277,15.00989339,0,31.73384865,0,24.38416348,5.061053456,21.96153259,27.91036706,19.39274568,0.040006034,23.91388957,9.279243436,14.53885054
ENSG00000000005,0.027185737,0.053758199,0,0,0,0,0,0.023945456,0.026671855,0.059607299,0,0.030470293,0,0
ENSG00000000419,88.85652312,48.70115417,43.54316307,78.35189979,49.26522496,116.676738,54.75947638,86.79922532,101.9729792,50.39086058,53.28645285,42.17025517,70.59026828,67.9364689
ENSG00000000457,2.669667529,5.072086807,6.06098923,1.944732253,3.822636583,4.059915831,1.953285392,1.92728208,2.382961846,3.821990187,3.984978428,5.67934006,1.720725562,3.118989746
ENSG00000000460,8.149634766,10.14858506,5.005276149,4.164781961,7.050039058,8.568510341,3.712343843,5.153633951,7.585555113,6.286167966,6.008520558,5.255716182,4.302891153,1.951522863
ENSG00000000938,0,0.092318724,73.22887751,0,31.202996,0,0,0,0.026173407,0.029246674,35.39510812,0.029900859,0,0.028183569
ENSG00000000971,0.015634231,4.920760746,0.00575772,7.51662886,0.006342786,0.636120373,0.099602311,0,0,0.314229029,0.006317345,78.04808643,1.195929946,0.005505581
ENSG00000001036,25.91198074,34.28739257,12.70783211,16.49859264,16.67311934,63.16993084,25.77837754,29.52069487,39.62309194,48.66775488,19.55672507,19.09620119,70.73749675,24.16614303
ENSG00000001084,7.427360116,8.476270736,8.490748775,13.57144458,4.647716549,6.496822721,9.939756627,7.879097477,7.483655183,18.59818859,6.37655061,74.45173481,21.79957804,16.17733906
ENSG00000001167,8.501053461,21.1545776,12.70587136,8.902780558,11.82302075,8.429666243,9.632019283,21.09206364,11.85455815,9.005535183,12.77137276,14.94526679,20.34970978,6.559095243
ENSG00000001460,1.113349927,0.508518066,0.528124335,1.401663033,0.162017267,1.065386156,3.238068488,2.158494187,1.003258093,1.903812149,0.535446458,1.525920449,0.994508441,2.128658216
ENSG00000001461,9.351139637,1.208240278,6.295705462,17.57639982,3.92038198,4.777951084,23.04748468,5.206356377,8.073192331,10.35356273,5.643639095,7.123760963,7.4831745,12.20139001
ENSG00000001497,21.76409154,16.27724922,19.27821113,13.51831884,21.31375839,11.18823544,7.090567385,21.116589,16.84474951,26.30570885,21.57585775,14.43863356,28.86674083,14.29650119
ENSG00000001561,10.13549861,0.185720648,7.747803296,9.749314899,5.477317964,9.807062021,3.034448641,3.812259713,10.73481654,21.18481985,8.44393117,7.991517228,1.076030244,12.03883784
ENSG00000001617,49.08772381,2.981904495,0.031734091,12.77377134,0.128181993,36.51849551,2.161006634,10.15355352,46.29994769,43.63328762,0.058030847,0.300471387,9.441813961,12.59292939
ENSG00000001626,0.011880451,0,0.019688808,3.148027868,0,0.115499744,18.57053932,13.68745394,0.00582794,0.208392098,0.01440165,1.284978186,0,0.144337311
ENSG00000001629,10.8947702,16.56029219,10.8464036,14.37699994,14.01040626,11.39352666,14.21942502,9.833486379,13.25532408,16.59678052,13.54784851,16.71305825,11.76940983,14.52631713
ENSG00000001630,0.521644327,1.760313049,0.739203297,1.623236687,1.394000049,0.538982812,1.434585046,1.877831002,0.967939058,4.649610727,4.302692629,3.978290638,3.00091787,2.096537069
ENSG00000001631,6.520506461,11.89626488,7.947255002,9.355009178,7.861651095,8.026092229,8.724181198,6.941813826,7.439711177,11.80787173,9.044018541,12.44040239,5.444387242,12.47695538
ENSG00000002016,6.376094291,3.960805532,3.828221328,3.152763886,3.401997766,8.181490693,3.458329666,4.402133976,5.813256272,5.634440058,3.747486712,2.136715795,9.041006751,4.136861255
ENSG00000002079,0.16193957,0.062901534,0.019169529,0.088474249,0,0.056226758,12.1591096,0.203768449,0.045393853,0.228257884,0.063098174,0.168540319,3.43763912,0.048880178
ENSG00000002330,4.939556791,1.928650877,2.085618197,6.153684956,2.910225763,2.480942925,5.182767749,4.766490983,2.531129049,6.518962308,5.949661488,6.135826799,10.34220014,5.617238645
ENSG00000002549,50.21888661,42.17124195,88.50431871,24.6597281,132.4926531,37.91755045,30.165475,36.46745783,48.62409289,76.85675717,106.2589019,63.38429454,63.11691019,19.30643888
ENSG00000002586,23.62455838,95.10904808,96.42550012,87.82556952,99.32005075,18.12883153,151.1988227,21.89037806,18.70303295,16.66802016,56.77984174,42.63489009,211.3251787,43.80023179
ENSG00000002587,1.047041857,0,0.060093643,0.217920776,1.682583637,0.215432054,11.44748,10.19658995,2.405810599,0.278271306,0.351650602,0.731560198,0.524768277,0.014365514
ENSG00000002726,0.290284705,0,0.038485809,16.620701,0,0.438993178,0.718601136,0.08181937,0.216446143,0.43280413,0.267434279,0.403442226,0,0.110401378
ENSG00000002745,0.046268449,0.217296207,0.102237486,0.025278357,1.154419243,0.012494835,0.115801044,0.071318957,0.453938526,0.050723974,0.056087265,0.0648232,0.609807287,0.024440089
ENSG00000002746,0.766463676,0,0,0.529254275,0,0,0,0.112518083,1.044410397,0.005835223,0.019356626,0.167040827,0.022008303,0.073100488
ENSG00000002822,28.79519452,23.6210487,17.0229259,10.54562589,16.75300197,9.294590767,20.22557569,8.350735584,24.44191471,14.63660118,16.65630046,11.15819876,11.32257675,9.385901159
ENSG00000002834,85.99448062,50.18960401,74.31802754,64.89533082,41.57644304,86.01103914,126.8988031,65.67094615,94.36424973,44.99623577,65.55101203,117.8813089,85.04689864,118.5047333
ENSG00000002919,15.18402496,7.032292295,36.61235463,6.505541891,36.75008401,8.21530608,6.739872665,9.40889072,11.35570075,9.389043821,30.48339795,13.5401931,7.489941829,8.484909408
ENSG00000002933,0.070511771,0.156861998,0.038951739,1.617986212,0,0.323710016,0,0,0.121063097,0.019325466,1.196655079,0.810067117,0,0.037245985
ENSG00000003056,54.127059,23.38900039,54.06620853,37.7838332,42.85755386,40.13449392,29.53537402,38.33362531,63.10787297,33.79649507,55.55859813,18.72701313,74.13781685,30.8098359
ENSG00000003096,3.00445486,1.005941845,1.689881501,2.738249191,3.299349114,1.644839219,0,5.437051364,8.012283209,2.365529808,2.0527876,0.880129059,0.148227843,0.057709968
ENSG00000003137,0.453867374,0.676925009,0,2.017353899,0,0.556746299,0.014002378,0.074533521,0.233964924,0.042167251,0,19.70147179,6.456995296,0.10564967
ENSG00000003147,31.07028914,0.439273156,0.638116015,2.119849375,0.829129564,8.366562939,13.58611184,6.456943827,28.57960855,10.52066403,1.220753706,7.03786903,1.576792418,11.45245864
ENSG00000003249,7.522262398,4.596995861,8.352579627,1.748524675,0.59808583,18.8235664,9.506562777,24.46063551,12.31248151,8.343330004,0.549864873,2.443181684,10.64127561,12.56591107
ENSG00000003393,4.180388108,7.193889119,3.529034036,3.963181409,2.593978817,7.634618822,4.532635451,3.740035862,5.708587834,6.535055743,3.666152037,7.14179358,18.32728215,4.445300513
ENSG00000003400,2.014129258,0.006071375,6.594395432,1.422470447,2.496230697,1.101101021,2.364006706,5.138295755,1.331428575,4.072838642,1.853498204,7.708449477,5.554168292,1.595866071
ENSG00000003402,9.712617192,4.89935662,37.58507591,2.783834148,18.69513453,6.946901913,17.69414674,12.96316952,7.814122463,7.71928699,33.10248806,8.159944375,30.7166077,5.862108949
ENSG00000003436,0.14200924,0,0.094137591,0,0,0.010226592,3.77824212,0.016677745,0.041797467,0.036326347,0.028690934,1.602277764,24.59321583,0
ENSG00000003509,14.70021656,9.064339052,4.503189109,5.055526858,4.677729796,7.94622357,3.664978789,9.239395239,12.2127589,5.890790542,5.371166605,8.780034298,4.668792566,5.612008171
ENSG00000003756,8.562437372,8.113381454,18.41161537,4.051207761,12.67754689,8.093903219,10.34120979,7.833046417,4.108083038,9.813334538,17.63966218,6.196966304,9.534479246,16.79047166
